0	33
189	45
93	49
92	52
96	57
96	61
189	64
0	59
188	52
0	59
188	52
0	61
188	57
93	61
93	64
97	69
97	73
196	76
0	71
188	64
0	71
188	64
0	69
200	73
93	73
92	76
97	81
97	85
185	88
0	71
8	64
0	83
179	76
0	71
8	64
0	83
183	76
0	69
8	73
0	88
0	85
176	81
0	71
8	64
0	76
180	83
0	71
8	64
0	76
190	83
0	69
8	73
0	88
0	85
175	81
0	71
8	64
0	76
183	83
0	71
8	64
0	76
214	83
0	69
8	73
0	88
614	81
0	45
319	33
0	64
8	69
0	49
83	57
0	69
8	64
0	57
174	49
0	64
8	69
0	49
176	57
0	71
8	68
0	59
176	52
0	73
0	69
8	64
0	57
185	61
0	73
0	69
8	64
0	57
361	61
0	73
8	69
0	57
176	61
0	69
8	73
0	57
176	61
0	74
8	71
0	62
176	59
0	76
0	73
8	69
0	61
182	64
0	76
0	73
8	69
0	64
268	61
0	74
8	78
0	62
84	66
0	74
8	78
0	66
200	62
0	81
0	78
8	69
0	66
0	62
264	57
0	78
8	81
0	62
83	66
0	81
8	78
0	62
183	66
0	69
0	78
8	81
0	66
190	62
0	80
8	76
0	64
190	68
0	78
8	74
0	62
234	66
0	78
0	74
8	69
0	66
0	62
591	57
0	76
8	73
0	64
344	61
0	64
8	69
0	49
83	57
0	69
8	64
0	57
174	49
0	64
8	69
0	49
176	57
0	71
8	68
0	59
176	52
0	73
0	69
8	64
0	57
185	61
0	73
0	69
8	64
0	57
361	61
0	73
8	69
0	57
176	61
0	69
8	73
0	57
176	61
0	74
8	71
0	62
176	59
0	76
0	73
8	69
0	61
182	64
0	76
0	73
8	69
0	64
294	61
0	73
92	78
0	73
193	78
0	81
16	73
0	45
181	33
0	54
0	61
74	64
0	73
91	81
0	81
16	73
0	54
0	61
175	64
0	73
16	81
0	54
0	61
175	64
16	80
0	54
0	61
175	64
16	78
0	54
0	61
175	64
16	85
0	54
0	61
167	64
191	81
191	80
304	78
0	73
91	78
0	78
159	73
0	45
32	33
0	73
149	81
0	54
0	61
123	64
58	81
0	54
0	61
32	64
159	81
0	54
0	61
32	64
159	81
0	54
0	61
32	64
159	80
0	54
0	61
32	64
159	78
0	54
0	61
32	64
184	85
191	81
201	80
127	78
0	66
55	59
0	83
128	71
0	59
55	66
0	71
128	83
0	66
55	59
0	71
130	83
0	56
184	64
0	59
193	66
0	68
46	64
0	71
139	83
0	71
184	68
0	59
184	66
0	66
46	59
0	71
268	83
92	71
184	71
184	71
0	76
200	71
0	71
175	76
0	32
8	44
0	76
177	71
0	52
0	56
0	64
8	59
0	75
177	78
0	52
0	56
0	59
8	64
0	80
185	76
0	52
0	56
0	59
8	64
0	80
386	76
0	80
175	76
0	33
8	45
0	80
177	76
0	52
0	56
0	64
8	61
177	85
0	52
0	56
0	61
8	64
185	88
0	52
0	56
0	61
8	64
290	88
0	76
97	73
0	76
185	73
0	35
8	47
0	76
177	71
0	52
0	56
0	64
8	59
0	75
177	78
0	52
0	56
0	59
8	64
0	80
185	76
0	52
0	56
0	59
8	64
0	80
386	76
0	80
175	76
0	37
8	49
0	80
177	76
0	52
0	56
0	64
8	61
177	85
0	52
0	56
0	61
8	64
185	88
0	52
0	56
0	61
8	64
290	88
0	76
97	73
0	76
185	73
0	38
8	50
0	76
177	71
0	52
0	56
0	64
100	59
85	78
0	52
0	56
0	59
8	64
185	80
0	52
0	56
0	59
8	64
0	80
193	76
193	83
175	88
0	37
8	49
0	81
0	76
177	88
0	52
0	57
0	64
184	61
0	52
0	57
0	61
193	64
0	52
0	57
0	61
183	64
182	87
182	85
20	83
0	39
158	51
20	81
0	51
0	54
0	59
158	57
20	80
0	51
0	54
0	57
158	59
20	81
0	51
0	54
0	57
158	59
178	78
188	75
0	95
10	83
0	52
0	47
0	44
178	56
0	44
0	47
0	56
178	52
0	44
0	47
0	52
178	56
0	44
0	47
0	52
168	56
0	81
178	93
0	80
178	92
0	90
16	78
0	52
0	46
159	54
0	76
16	88
0	46
0	54
162	52
0	75
16	87
0	46
0	52
162	54
0	85
16	73
0	52
0	46
162	54
0	71
16	83
0	46
0	54
162	52
0	70
16	82
0	46
0	52
162	54
0	80
16	68
0	52
0	46
162	54
0	78
16	66
0	46
0	54
162	52
0	76
16	64
0	46
0	52
162	54
0	75
16	63
0	52
0	46
162	54
0	76
16	64
0	46
0	54
162	52
0	73
16	61
0	46
0	52
172	54
0	71
16	59
0	47
4	56
155	52
0	76
16	64
0	47
4	56
157	52
0	68
16	64
0	47
4	56
157	52
0	71
16	63
0	47
0	54
161	57
0	69
16	63
0	47
0	54
168	57
0	66
16	63
0	47
0	54
177	57
16	64
0	52
553	56
0	45
261	33
0	64
67	69
0	49
24	57
0	69
67	64
0	57
116	49
0	64
67	69
0	49
118	57
0	71
67	68
0	59
118	52
0	73
0	69
67	64
0	57
126	61
0	73
0	69
67	64
0	57
302	61
0	73
67	69
0	57
118	61
0	69
67	73
0	57
118	61
0	74
67	71
0	62
118	59
0	76
0	73
67	69
0	61
123	64
0	76
0	73
67	69
0	64
210	61
0	74
67	78
0	62
25	66
0	74
67	78
0	66
134	62
0	81
0	78
67	69
0	66
0	62
205	57
0	78
67	81
0	62
24	66
0	81
67	78
0	62
124	66
0	69
0	78
67	81
0	66
118	62
0	80
67	76
0	64
134	68
0	78
67	74
0	62
183	66
0	78
0	74
67	69
0	66
0	62
511	57
0	76
67	73
0	64
276	61
0	64
67	69
0	49
24	57
0	69
67	64
0	57
116	49
0	64
67	69
0	49
118	57
0	71
67	68
0	59
118	52
0	73
0	69
67	64
0	57
126	61
0	73
0	69
67	64
0	57
302	61
0	73
67	69
0	57
118	61
0	69
67	73
0	57
118	61
0	74
67	71
0	62
118	59
0	76
0	73
67	69
0	61
123	64
0	76
0	73
67	69
0	64
210	61
0	73
92	78
0	73
193	78
0	81
67	73
0	45
181	33
0	54
0	61
24	64
0	73
91	81
0	81
67	73
0	54
0	61
124	64
0	73
67	81
0	54
0	61
124	64
67	80
0	54
0	61
124	64
67	78
0	54
0	61
124	64
67	85
0	54
0	61
117	64
191	81
191	80
272	78
0	73
91	78
0	78
191	73
0	73
50	81
0	45
181	33
0	54
0	61
41	64
91	81
50	81
0	54
0	61
141	64
50	81
0	54
0	61
141	64
50	80
0	54
0	61
141	64
50	78
0	54
0	61
141	64
50	85
0	54
0	61
134	64
191	81
191	80
187	78
0	83
33	71
0	66
150	59
0	71
33	83
0	59
150	66
0	71
33	83
0	66
184	59
0	56
184	64
0	59
152	66
0	71
41	83
0	68
184	64
0	71
184	68
0	59
143	66
0	71
41	83
0	66
227	59
92	71
184	71
184	71
0	76
200	71
0	71
182	76
0	76
79	71
0	32
105	44
0	75
79	78
0	52
0	56
0	64
105	59
0	80
79	76
0	52
0	56
0	59
114	64
0	80
79	76
0	52
0	56
0	59
307	64
0	80
182	76
0	80
79	76
0	33
105	45
79	85
0	52
0	56
0	64
105	61
79	88
0	52
0	56
0	61
114	64
79	88
0	52
0	56
0	61
210	64
0	76
97	73
0	76
193	73
0	76
79	71
0	35
105	47
0	75
79	78
0	52
0	56
0	64
105	59
0	80
79	76
0	52
0	56
0	59
114	64
0	80
79	76
0	52
0	56
0	59
307	64
0	80
182	76
0	80
79	76
0	37
105	49
79	85
0	52
0	56
0	64
105	61
79	88
0	52
0	56
0	61
114	64
79	88
0	52
0	56
0	61
210	64
0	76
97	73
0	76
193	73
0	76
79	71
0	38
184	50
0	52
0	56
0	64
13	59
92	78
79	80
0	52
0	56
0	59
114	64
0	80
79	76
0	52
0	56
0	59
114	64
193	83
182	88
0	81
0	76
79	88
0	37
184	49
0	52
0	57
0	64
184	61
0	52
0	57
