23	29.734	31.004	30.914	30.848
24	28.707	28.198	28.744	3.3723
25	27.739	28.716	28.939	0.087481
26	26.703	27.737	27.863	0.16115
27	31.779	26.552	3.3196	0.20239
28	27.778	22.013	1.4168	0.091403
29	29.257	11.731	-0.025414	0.16652
30	27.937	12.247	0.29199	0.25211
31	32.65	26.842	0.21242	0.21237
32	26.923	26.936	0.15497	0.15417
33	26.491	26.703	0.22522	0.22198
34	28.309	28.41	0.16996	0.18608
35	22.086	13.869	0.28449	0.18812
36	31.863	10.794	0.11767	0.1675
37	20.353	20.402	0.19261	0.178
38	32.464	5.9883	0.11431	0.1291
39	33.923	3.2739	0.19803	0.20688
40	15.528	15.039	0.13486	0.17813
41	16.009	0.1277	0.12064	0.12424
42	16.637	0.090516	0.081279	0.086511
43	40.63	0.11544	0.099248	0.10118
44	8.715	0.087613	0.10705	0.11399
45	20.777	0.067239	0.082536	0.088197
46	17.943	0.092498	0.10426	0.10934
47	13.732	0.089026	0.059614	0.073974
48	10.567	0.042308	0.079041	0.085724
49	7.859	0.11355	0.12111	0.11428
50	11.205	0.069119	0.063545	0.06287
51	3.534	0.11796	0.1064	0.11258
52	1.1752	0.1049	0.10005	0.096549
53	-0.30194	0.006841	0.058798	0.063827
54	0.02434	0.03828	0.033519	0.036426
55	0.07654	0.032936	0.05581	0.058029
56	0.093011	0.054572	0.071615	0.07762
57	-0.022685	0.026611	0.032578	0.033369
58	0.020121	0.05782	0.053461	0.055753
59	0.012462	0.05858	0.065841	0.067394
60	-0.13646	0.052298	0.076564	0.068052
61	0.012546	0.029152	0.043112	0.025357
62	0.018076	-0.016078	0.01517	-0.012079
63	-0.068901	0.0030087	0.0076607	0.0055541
64	0.0053651	0.0086421	-0.0090918	0.0089891
65	-0.041146	0.035227	0.032433	0.018796
66	0.0047597	-0.014629	9.4563e-05	0.014755
67	0.065554	0.068374	0.099384	0.099102
68	0.066884	0.063249	0.058287	0.058091
69	-0.088595	-0.049986	-0.038037	-0.074734
70	0.064339	0.057233	0.044324	0.036805
71	0.09717	0.078663	0.11111	0.10483
72	-0.12487	-0.068635	-0.11712	-0.047774
73	-0.1939	-0.053704	-0.098455	-0.16802
74	0.0548	-0.10002	-0.10684	-0.022126
75	-0.15046	-0.18862	-0.09103	-0.11767
76	0.0025621	-0.013367	0.0091604	-0.0083168
77	0.014145	0.090245	-0.0025314	0.043288
78	-0.097387	-0.023465	-0.033683	-0.12964
79	-0.20764	-0.22004	-0.25124	-0.26005
80	-0.096697	-0.21336	-0.26214	-0.27992
81	-0.15029	-0.22747	-0.14493	-0.18244
82	-0.093451	-0.18384	-0.26124	-0.24134
83	-0.21864	-0.16783	-0.21163	-0.26173
84	-0.27429	-0.22042	-0.29981	-0.2724
85	-0.20294	-0.26639	-0.35184	-0.33296
86	-0.21483	-0.23993	-0.36876	-0.37473
87	-0.18162	-0.36338	-0.3365	-0.42267
88	-0.33873	-0.27681	-0.31206	-0.50234
89	-0.38778	-0.4073	-0.54022	-0.65126
90	-0.67725	-0.61311	-0.81662	-19.045
91	-0.60867	-0.61976	-19.029	-19.037
92	-0.47805	-0.5899	-0.66047	-0.59085
93	-0.49839	-0.7191	-19.118	-19.14
94	-0.86788	-0.84061	-0.94557	-1.093
95	-0.94808	-0.93432	-19.167	-19.175
96	-0.61594	-12.103	-12.092	-12.117
97	-12.11	-12.083	-12.086	-12.107
98	-12.152	-12.184	-12.164	-12.158
99	-12.372	-12.322	-12.319	-12.39
100	-12.322	-12.344	-12.446	-12.465
101	-12.589	-12.575	-12.839	-12.899
102	-36.66	-45.258	-54.128	-45.596
103	-13.93	-14.363	-14.426	-14.36
104	-13.515	-13.608	-47.684	-47.676
105	-13.597	-13.593	-13.719	-13.607
106	-49.693	-19.905	-49.681	-49.67
