29.135	22
30.868	23
32.703	24
34.648	25
36.708	26
38.891	27
41.203	28
43.654	29
46.249	30
48.999	31
51.913	32
55	33
58.27	34
61.735	35
65.406	36
69.296	37
73.416	38
77.782	39
82.407	40
87.307	41
92.499	42
97.999	43
103.83	44
110	45
116.54	46
123.47	47
130.81	48
138.59	49
146.83	50
155.56	51
164.81	52
174.61	53
185	54
196	55
207.65	56
220	57
233.08	58
246.94	59
261.63	60
277.18	61
293.66	62
311.13	63
329.63	64
349.23	65
369.99	66
392	67
415.3	68
440	69
466.16	70
493.88	71
523.25	72
554.37	73
587.33	74
622.25	75
659.26	76
698.46	77
739.99	78
783.99	79
830.61	80
880	81
932.33	82
987.77	83
1046.5	84
1108.7	85
1174.7	86
1244.5	87
1318.5	88
1396.9	89
1480	90
1568	91
1661.2	92
1760	93
1864.7	94
1975.5	95
2093	96
2217.5	97
2349.3	98
2489	99
2637	100
2793.8	101
2960	102
3136	103
3322.4	104
3520	105
3729.3	106
3951.1	107
4186	108
