1064	67
940	67
1126	67
919	67
94	67
341	67
568	67
403	67
321	67
218	67
321	67
300	67
424	67
218	67
300	67
321	67
53	67
218	67
94	67
197	67
321	67
321	67
321	67
486	67
775	67
176	72
114	69
114	67
135	64
300	65
135	67
114	64
135	72
259	55
156	55
280	72
114	55
114	52
114	65
135	52
94	55
156	52
73	60
135	43
114	45
114	43
114	60
238	45
135	52
94	53
114	52
114	43
259	52
114	50
259	50
94	55
280	52
114	50
238	52
114	43
135	52
218	50
259	52
114	43
135	52
73	57
114	50
114	52
114	50
94	43
114	52
1105	57
1105	57
1187	57
1249	57
321	48
733	55
362	57
692	55
362	57
713	55
321	48
713	55
341	57
321	55
300	57
341	54
300	52
321	57
321	57
321	55
300	57
341	57
341	54
300	57
259	64
321	64
321	57
259	64
362	64
300	54
73	67
156	67
321	55
280	57
94	67
156	67
321	55
300	54
300	84
321	54
300	57
300	99
321	54
300	54
300	97
321	53
321	43
300	84
362	54
259	54
238	64
341	64
280	58
238	64
341	52
280	57
94	67
135	67
321	55
280	57
94	67
135	67
300	55
280	57
300	84
321	52
300	58
300	76
300	55
280	47
300	95
300	64
300	47
300	52
300	52
280	52
259	64
321	64
300	58
94	64
114	64
300	64
300	54
238	67
321	55
300	57
73	67
135	67
300	55
280	54
300	95
300	54
280	58
280	99
300	54
300	57
280	97
321	53
300	43
280	95
321	62
300	58
218	64
341	64
300	57
94	64
135	64
300	64
280	57
114	67
94	67
300	67
300	57
94	67
114	67
321	55
280	54
300	95
300	62
280	58
300	99
300	62
280	45
321	86
300	58
280	50
300	91
300	47
300	43
114	65
114	65
321	65
280	50
94	65
114	65
321	65
259	50
94	69
156	69
280	53
321	50
238	69
300	57
300	50
300	97
300	53
280	50
300	110
300	53
300	50
280	99
300	54
300	52
280	86
300	70
300	50
259	62
321	62
280	53
280	62
280	62
300	53
259	65
321	65
259	53
135	65
73	65
321	65
300	43
341	67
300	55
259	43
280	72
300	65
280	43
300	75
280	55
300	43
280	91
300	47
259	43
94	67
135	67
280	67
280	43
280	91
280	67
280	53
259	67
280	67
280	58
300	91
300	51
280	43
94	43
114	67
280	67
280	59
300	90
300	47
259	53
73	55
135	67
280	67
259	43
403	72
135	69
238	84
238	91
300	91
568	84
94	67
445	72
259	57
218	67
11	64
280	74
280	74
259	74
280	68
238	43
259	65
135	72
94	71
259	72
259	72
259	67
259	64
114	97
403	67
259	72
135	67
94	62
259	84
238	91
259	91
238	84
259	79
114	67
403	64
280	57
259	58
238	72
300	43
259	65
259	68
259	43
383	53
94	71
259	72
156	67
362	55
259	48
259	60
280	72
135	84
218	95
135	94
218	93
218	77
238	74
238	71
114	67
73	65
32	97
32	60
94	65
362	67
135	66
259	82
259	79
218	97
238	62
280	65
218	43
259	77
238	77
94	64
114	65
94	97
94	65
259	67
114	64
218	77
114	76
238	89
114	84
94	85
114	84
114	93
94	93
114	92
218	77
218	74
238	71
114	67
73	65
94	97
114	65
259	55
238	57
259	79
238	79
114	65
94	97
218	64
300	65
218	43
259	65
238	77
218	97
568	97
238	64
300	52
259	70
94	64
114	64
300	52
280	51
238	67
300	67
238	54
238	67
300	67
259	53
280	98
280	65
280	53
280	90
280	63
280	53
280	89
280	53
259	61
568	87
259	51
94	63
135	63
259	63
259	48
114	63
135	63
218	63
300	51
218	67
280	55
259	51
238	67
259	67
300	50
280	91
568	59
280	86
568	58
259	74
280	54
238	50
548	90
280	90
280	90
176	90
135	90
114	90
32	91
197	90
238	90
53	90
300	90
53	90
135	90
280	90
114	90
114	90
238	90
280	90
259	90
94	90
135	90
94	90
176	90
218	90
238	90
280	91
53	71
197	71
280	90
280	90
837	90
238	66
238	64
280	52
259	50
238	64
280	64
259	57
238	67
280	67
280	57
218	67
300	55
259	70
238	83
218	91
259	91
238	57
280	84
259	57
238	65
238	67
259	43
259	64
238	48
280	57
218	63
280	64
280	57
238	64
280	64
259	57
259	67
280	55
280	57
238	67
300	67
259	54
259	72
238	54
280	57
218	55
300	72
238	57
259	53
238	74
259	43
94	63
32	72
383	67
280	57
259	57
300	55
259	66
238	64
300	55
259	54
280	57
280	54
259	57
114	59
114	64
259	55
300	67
280	57
300	54
280	57
114	64
135	64
300	52
321	63
321	57
341	55
321	58
321	55
114	64
53	65
197	65
280	64
341	57
733	55
383	54
692	55
362	57
692	55
1167	67
1229	57
1435	58
1621	57
94	60
53	59
94	59
135	58
114	57
32	57
53	56
32	56
156	55
114	66
11	65
11	65
259	65
114	65
156	62
32	61
32	61
176	60
53	59
32	60
32	59
114	46
11	57
32	45
94	56
53	56
321	64
53	54
11	54
176	66
11	65
589	65
94	47
135	47
53	48
11	65
754	65
300	57
135	47
362	46
94	57
32	47
32	58
300	57
445	47
135	57
176	47
362	57
135	50
156	47
53	47
11	57
445	43
32	59
6470	45
445	70
403	50
899	72
445	74
507	58
733	67
197	57
507	70
527	70
733	69
1580	72
403	61
424	70
486	62
1022	73
1022	73
672	64
156	65
73	65
775	67
176	65
3313	65
899	71
465	72
424	57
465	74
465	53
403	64
280	52
672	72
486	71
754	71
2157	72
445	71
403	56
445	72
424	57
445	74
507	69
754	64
775	62
568	43
321	48
321	77
280	76
403	74
32	73
341	73
2694	72
383	70
403	62
445	72
424	57
424	74
486	58
733	67
238	69
486	70
527	70
795	69
1187	72
445	69
424	62
424	70
424	62
1043	75
486	74
445	58
692	67
156	69
465	67
114	60
362	60
1951	65
507	65
238	65
238	67
568	65
610	60
2219	65
837	60
960	62
672	53
2343	53
1064	67
940	67
1105	67
919	67
445	67
321	67
238	67
424	67
548	67
424	67
238	67
300	67
321	67
73	67
197	67
321	67
300	67
53	67
321	67
197	67
73	67
300	67
300	67
238	67
754	67
280	84
135	67
135	64
114	65
135	64
259	67
114	72
259	55
135	55
94	72
135	69
238	55
238	64
280	67
94	60
114	43
114	45
238	55
238	45
135	52
73	53
259	52
218	52
135	50
238	52
114	43
259	52
94	50
259	50
94	43
383	52
259	52
94	43
135	52
218	50
259	50
114	43
135	52
4448	57
321	57
692	55
341	58
692	55
321	70
672	55
341	70
692	55
300	57
321	55
321	54
300	57
341	54
300	54
300	58
321	55
300	57
321	54
321	54
280	48
300	57
321	55
280	58
259	63
341	64
280	57
259	64
321	54
280	54
280	67
321	55
280	58
94	67
114	67
321	55
280	58
300	84
321	54
259	58
300	99
280	54
300	57
300	97
300	53
300	43
280	95
300	54
280	58
94	64
94	64
341	64
280	51
259	63
280	54
280	54
94	67
114	67
300	55
280	57
259	67
300	55
238	57
300	84
300	65
300	58
321	88
300	52
280	47
300	95
280	64
300	47
300	52
280	52
300	52
238	64
321	64
280	58
238	64
321	64
259	57
73	67
135	67
610	55
94	67
135	67
300	55
280	57
259	84
341	54
280	54
280	99
300	54
300	57
280	86
300	67
280	47
300	95
280	65
259	58
259	64
300	64
280	54
238	64
300	64
280	67
73	67
114	67
300	55
259	57
238	67
300	67
280	57
300	84
280	62
280	56
280	99
280	62
280	64
280	86
300	86
280	50
300	91
280	50
280	43
114	65
73	65
300	65
280	50
94	65
114	65
300	65
259	50
238	50
300	57
280	50
238	69
321	45
259	50
280	86
300	45
280	50
280	89
300	53
259	50
280	88
280	54
280	45
259	86
300	53
238	50
568	62
259	61
259	62
280	62
259	61
135	65
73	65
300	65
259	53
73	65
135	65
280	65
280	43
280	43
280	47
259	43
300	72
280	55
280	53
300	75
280	63
280	53
280	91
280	47
259	43
218	67
280	67
280	43
280	90
280	53
259	53
238	67
300	67
280	43
259	91
321	51
259	43
94	67
94	67
300	67
238	59
300	90
300	50
259	59
259	67
259	47
280	43
507	72
94	84
114	88
238	92
259	91
507	55
11	62
94	79
114	84
259	76
280	57
238	67
238	72
280	74
259	77
238	68
94	43
135	43
259	65
114	72
94	71
259	72
94	72
114	72
259	67
238	64
114	64
114	67
238	60
280	72
94	60
114	62
238	84
238	91
238	91
238	84
259	79
259	84
259	76
259	57
238	67
238	72
280	74
259	74
259	68
259	43
114	65
94	74
238	72
259	72
73	55
135	72
259	97
259	48
259	60
259	72
114	72
114	96
94	84
114	93
94	69
114	79
218	77
259	74
238	71
94	67
94	65
114	97
73	65
321	67
197	57
259	64
259	79
238	97
238	62
527	65
280	77
259	77
156	64
300	64
259	67
114	64
114	77
73	64
114	77
259	79
94	84
114	96
259	94
218	93
238	77
114	74
94	72
94	71
114	77
94	67
94	65
94	64
94	65
548	67
238	64
259	79
238	97
218	62
300	65
218	43
259	77
238	77
94	72
424	64
238	57
238	64
280	52
238	57
94	64
94	64
53	64
176	58
280	58
218	68
238	68
259	46
259	68
238	56
238	58
300	99
259	58
280	59
280	92
259	58
238	58
259	89
280	59
238	60
280	99
238	88
259	59
218	64
259	64
280	54
218	64
259	64
259	52
238	72
238	72
238	58
280	72
218	53
218	53
321	80
280	61
259	61
321	91
300	60
300	60
341	43
362	59
383	59
